1	-0.380006
2	0.395314
3	0.860057
4	-0.297402
5	-0.049873
6	-0.034357
7	-1.08129
8	0.133047
9	-0.006928
10	-0.297411
11	-0.819925
12	-0.024477
13	-0.794324
14	0.036238
15	0.539571
16	0.134838
17	-0.568156
18	0.786877
19	1.26228
20	0.781732
21	-0.180942
22	-0.693763
23	-0.056917
24	-1.043813
25	0.434738
26	-0.426615
27	0.98755
28	-0.058652
29	-0.133071
30	0.216394
31	0.591242
32	0.071012
33	0.013971
34	-0.254418
35	-0.41183
36	-1.905634
37	-0.158702
38	-0.42918
39	-1.183935
40	-0.542163
41	-0.07445
42	-0.051801
43	0.245706
44	-0.880718
45	0.862708
46	-0.525843
47	0.552173
48	-0.797276
49	-0.734391
50	-0.481912
51	0.91831
52	-0.011618
53	-0.540652
54	0.828637
55	-0.046388
56	-0.116476
57	-0.044186
58	0.422092
59	-0.452445
60	-1.342446
61	1.242198
62	-0.526035
63	0.085466
64	-0.835271
65	1.246886
66	0.738285
67	0.158503
68	0.808493
69	-0.690015
70	-0.375892
71	-0.257055
72	0.842582
73	-1.044355
74	-0.064006
75	-0.79149
76	0.006188
77	-0.009795
78	0.085587
79	-1.227521
80	0.899517
81	-0.575066
82	-0.156794
83	0.640054
84	-0.453176
85	1.027893
86	-0.613553
87	-0.049021
88	-0.294033
89	-0.621613
90	0.686875
91	-0.371475
92	-0.090992
93	1.385327
94	-1.253547
95	-0.650916
96	0.029209
97	1.070167
98	-0.61124
99	-0.020523
100	-0.298667
101	-0.196421
102	-0.497689
103	0.114406
104	-0.29381
105	-1.034108
106	0.383536
107	0.47148
108	1.216152
109	-1.446083
110	0.026126
111	-0.105219
112	0.018054
113	-0.244722
114	-0.408016
115	-0.004466
116	0.034186
117	-0.150848
118	-0.264866
119	-0.236942
120	0.815199
121	-0.757758
122	-0.393562
123	0.281597
124	0.003316
125	0.010986
126	-1.453834
127	0.023038
128	-1.075674
129	-0.174323
130	-0.773436
131	0.417635
132	0.520385
133	-0.979921
134	-0.24261
135	-0.147523
136	0.05942
137	-0.464493
138	-0.775434
139	0.490746
140	-0.497208
141	-0.083122
142	-1.077381
143	-0.205659
144	-0.201222
145	1.076457
146	0.580681
147	-0.303352
148	0.475572
149	-0.150687
150	0.077648
151	-1.946797
152	-0.793094
153	0.841607
154	-0.83904
155	-0.057596
156	-0.371939
157	0.780654
158	-0.322642
159	0.590096
160	-0.429974
161	0.446978
162	0.022563
163	0.058705
164	-0.059627
165	-1.117407
166	-1.265609
167	-0.740616
168	0.937267
169	-0.569052
170	-0.8839
171	0.307366
172	-0.253079
173	-0.112904
174	-0.421226
175	0.725092
176	1.011494
177	0.344126
178	-0.754703
179	-0.0416
180	0.01432
181	-0.968427
182	-0.89199
183	0.703811
184	-0.900372
185	0.872961
186	-0.204954
187	0.464531
188	-0.462682
